project_id,project_name,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status,source_file,budget_level
65127249183,ประกวดราคาจ้างก่อสร้างจ้างเหมาก่อสร้างอาคารบ้านพักอาศัย ขนาด ๑ ชั้น  (สำหรับนักเรียน) จำนวน ๒ หลัง ณ ศูนย์การเรียนตำรวจตระเวนชายแดนบ้านวาทู  ตำบลเสาหิน  อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,สำนักงานตำรวจแห่งชาติ,กองกำกับการตำรวจตระเวนชายแดนที่ 33 บก.ตชด. สำนักงานตำรวจฯ เชียงใหม่,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,27 ธ.ค. 65,"2,000,000.00","2,201,794.00","1,995,000.00",2566,26 ม.ค. 66,แม่ฮ่องสอน,แม่สะเรียง,เสาหิน,ระหว่างดำเนินการ,"LINESTRING(97.72368907928467 18.4320665147326,97.72119998931885 18.43059627147743,97.71871089935303 18.42912602822226)",0583558000311,ห้างหุ้นส่วนจำกัด ศุภรัตน์เรืองชัยก่อสร้าง,สจ.07/2566,26 ม.ค. 66,25 ก.ค. 66,1995000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
66069296502,"ซื้อจัดซื้อกล้าไม้ป่า , กล้าไม้เศรษฐกิจประเภท ก , กล้าไม้เศรษฐกิจประเภท ข ,กล้าไม้พืชสมุนไพรและพืชกินหัว ของโครงการสร้างป่าสร้างรายได้ ตามพระราชดำริ สมเด็จพระกนิษฐาธิราชเจ้า  กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี อำเภอเมือง จังหวัดแม่ฮ่องสอน พื้นที่ 1 โดยวิธีคัดเลือก",ซื้อ,กรมป่าไม้,สำนักจัดการทรัพยากรป่าไม้ที่ 1  สาขาแม่ฮ่องสอน,คัดเลือก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,"2,010,800.00","2,010,800.00","1,985,500.00",2566,14 ก.ค. 66,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,จองคำ,ระหว่างดำเนินการ,,0994000521839,ชุมนุมสหกรณ์การเกษตรแห่งประเทศไทย จำกัด,286/2566,14 ก.ค. 66,13 ส.ค. 66,1985500.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
65107256327,ประกวดราคาจ้างก่อสร้างโครงการปรับปรุงจุดเสี่ยงจุดอันตราย ถนนสาย มส.3010 แยกทางหลวงหมายเลข 108 - บ้านสันติธรรม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน จำนวน 1  แห่ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทแม่ฮ่องสอน,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,7 พ.ย. 65,"2,000,000.00","2,006,000.00","1,980,000.00",2566,21 ธ.ค. 65,แม่ฮ่องสอน,แม่สะเรียง,ป่าแป๋,ระหว่างดำเนินการ,POINT(98.05435180664062 18.229025246035356),0575559002165,บริษัท ณภัทร ก่อสร้าง 2558 จำกัด,ขทช.มส./14/2566,21 ธ.ค. 65,21 มี.ค. 66,1980000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
65107256129,ประกวดราคาจ้างก่อสร้างโครงการจ้างเหมาติดตั้งราวกันอันตราย งานอำนวยความปลอดภัยทางถนน สาย มส.4014 แยกทางหลวงหมายเลข 1095 - บ้านแอโก๋ อำเภอปางมะผ้า จังหวัดแม่ฮ่องสอน จำนวน 1  แห่ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทแม่ฮ่องสอน,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,7 พ.ย. 65,"2,000,000.00","2,000,000.00","1,980,000.00",2566,21 ธ.ค. 65,แม่ฮ่องสอน,ปางมะผ้า,ถ้ำลอด,ระหว่างดำเนินการ,POINT(98.3108139038086 19.551378644065895),0575559002165,บริษัท ณภัทร ก่อสร้าง 2558 จำกัด,ขทช.มส./15/2566,21 ธ.ค. 65,19 ก.พ. 66,1980000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
65107113098,ประกวดราคาจ้างก่อสร้างก่อสร้างถนนคอนกรีตเสริมเหล็ก มส.ถ.37ถึง003 แยกทางหลวง 108ถึงทางแยกบ้านแม่สะลี องค์การบริหารส่วนตำบลแม่เหาะ อำเภอแม่สะเรียงจังหวัดแม่ฮ่องสอน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,องค์การบริหารส่วนตำบลแม่เหาะ,องค์การบริหารส่วนตำบลแม่เหาะ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,21 ต.ค. 65,"3,000,000.00","2,823,591.69","1,980,000.00",2566,16 ธ.ค. 65,แม่ฮ่องสอน,แม่สะเรียง,แม่เหาะ,ระหว่างดำเนินการ,POINT(98.10618221121021 18.1965488342615),0583547000195,ห้างหุ้นส่วนจำกัด สุขสันต์วัสดุ,002/2566,16 ธ.ค. 65,14 มิ.ย. 66,1980000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
66069375715,ประกวดราคาซื้อยกระดับการผลิตสินค้าการเกษตร และสินค้านอกภาคการเกษตร เพื่อเพิ่มมูลค่าสู่มาตรฐานตลาดนำการผลิต ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,กรมส่งเสริมการเกษตร,ศูนย์ส่งเสริมการเกษตรที่สูง แม่ฮ่องสอน,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,30 มิ.ย. 66,"2,100,000.00","2,100,000.00","1,980,000.00",2566,13 ก.ค. 66,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,หมอกจำแป่,สิ้นสุดสัญญา,,0105544063141,บริษัท ศรีจตุทรัพย์ จำกัด,ซ041/2565,13 ก.ค. 66,12 ส.ค. 66,1980000.00,สิ้นสุดสัญญา,govspending_maehongson_2566_budget2_part_01.xls,2
65107076755,ประกวดราคาจ้างก่อสร้างโครงการปรับปรุงอาคารและสิ่งก่อสร้างประกอบ หมวดบำรุงทางหลวงชนบทแม่สะเรียง แขวงทางหลวงชนบทแม่ฮ่องสอน จังหวัดแม่ฮ่องสอน จำนวน 1 แห่ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทแม่ฮ่องสอน,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,2 พ.ย. 65,"2,000,000.00","2,009,000.00","1,953,450.00",2566,14 ธ.ค. 65,แม่ฮ่องสอน,แม่สะเรียง,แม่คง,ระหว่างดำเนินการ,POINT(97.62438517810871 18.3312419258676),0583537000028,ห้างหุ้นส่วนจำกัด สบเมยก่อสร้าง,ขทช.มส./6/2566,14 ธ.ค. 65,13 พ.ค. 66,1953450.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
65127497993,ประกวดราคาจ้างก่อสร้างจ้างปรับปรุงอาคารรับผู้ป่วยและปฏิบัติงาน จำนวน ๑ งาน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,โรงพยาบาลธัญญารักษ์แม่ฮ่องสอน,โรงพยาบาลธัญญารักษ์แม่ฮ่องสอน,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ม.ค. 66,"2,353,100.00","2,353,100.00","1,950,000.00",2566,27 ม.ค. 66,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ปางหมู,ระหว่างดำเนินการ,POINT(97.91937482594331 19.349432468228),0583556000208,แม่ฮ่องสอนรวมช่าง วิศวกรรม,045/2566,27 ม.ค. 66,24 ก.ย. 66,1950000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
66037026328,ซื้อหนังสือเรียน โดยวิธีคัดเลือก,ซื้อ,โรงเรียนบ้านไร่วิทยา,โรงเรียนบ้านไร่วิทยา,คัดเลือก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,"2,121,368.00","2,121,368.00","1,909,230.00",2566,14 มี.ค. 66,แม่ฮ่องสอน,แม่สะเรียง,แม่สะเรียง,ระหว่างดำเนินการ,,0613559000054,ห้างหุ้นส่วนจำกัด เอ็มวาย ซัพพลาย (88),1/2566,14 มี.ค. 66,28 เม.ย. 66,1909230.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
65127200765,ประกวดราคาเช่าเช่ารถยนต์ส่วนกลาง บรรทุกดีเซล ขับเคลื่อน 4 ล้อ จำนวน 2 คัน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),เช่า,เทศบาลตำบลแม่ยวม,เทศบาลตำบลแม่ยวม,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,14 ธ.ค. 65,"2,130,600.00","2,130,600.00","1,909,000.00",2566,13 ม.ค. 66,แม่ฮ่องสอน,แม่สะเรียง,แม่ยวม,ระหว่างดำเนินการ,,0105561121471,บริษัท ทีทีวี โบรคเกอร์ จำกัด,1/2566,13 ม.ค. 66,31 ม.ค. 71,1909000.00,ระหว่างดำเนินการ,govspending_maehongson_2566_budget2_part_01.xls,2
